=== AT Log start ===
file: /logs/atlog_20251226_164223.txt
[2025/12/26,16:42:23+36] RESTART FROM TOP
[2025/12/26,16:42:23+36] CMD: AT+CREG=0
[2025/12/26,16:42:23+36] RSP: <F2>[}<FF><FB><FE><AF>;<FC><EE><DC><EA>s<FF><FF><CB>o<FE><FF><AF>~<FB><FA><F3><FF><FD>\<BF><DF><D7><9E><7F><FD><F7><FF><FB><FF><FA><FE><B4><FE><FF>~<FF><FF><E2><DB><DC>o^<F7><EE>WW<9F><FF>[;<FF><FC><7F><CB><7F><BB><7F><AF><DE><FF><FB><F6><FE><FF>_<FC><DC><E6><7F><BD>o<FF>y<E3><FB><F7><FF><FB>{o<FF>z<DF><FF><7F><B7><E7><BF><FA><DF><FF><EF><F1>w<FF>O<EF><FF><DE><FA>?<CF><CB>G<CE><E6><DE><B7><CE><FF><CE><7F><B7><DF><F7><FF><CF>~<CE><E3><DF>[<BE><F7><F8><F7><FF><F7>Vw<FF><F4><AF><DF><EF><FF>w<FF><FF>^<FB>
[2025/12/26,16:42:23+36] RSP: <FF><EE><7F><CD><FF><FF><FF><F3><FF><FF><7F><FF><FD><F9><FF><FE><FF><FD><BF><FD><FF><FF>_<FF>[<FD><F3><FF><FF><FF><EF><EF><FD><EB><FF><BF><FF><FF><F7><FF><FE><FF>]<FC><DF><B7><FE><FF><FF><FB><EF><7F><DF><FF><E7>{<FF><FF>n<FF><7F><BF><FF><EF><FF><FF><EF><FF><FF><DF><FF><FF><F7><FF><FF><EF>{<DE><FF><FF>
[2025/12/26,16:42:23+36] RSP: <7F><D9><FB><FD><F6>]q<D5><9F>
[2025/12/26,16:42:23+36] RSP: <BF><FD><F5><EA><ED><EF>~<FD><FD><DD><FF>
[2025/12/26,16:42:23+36] RSP: c<FE><C3><FF><D7><E3>
[2025/12/26,16:42:23+36] RSP: <DF><FF><F7><FF><DF><FE>
[2025/12/26,16:42:23+36] RSP: <FF><FF><7F>
[2025/12/26,16:42:23+36] RSP: <FF>
[2025/12/26,16:42:23+36] TIMEOUT: 30s
[2025/12/26,16:42:23+36] CMD: AT+CEREG=2
[2025/12/26,16:42:23+36] RSP: AT+CEREG=2
[2025/12/26,16:42:23+36] CMD: AT%TRSHCMD="BSPFILE","TECHSEL","1"
[2025/12/26,16:42:23+36] RSP: OK
[2025/12/26,16:42:23+36] RSP: AT%TRSHCMD="BSPFILE","TECHSEL","1"
[2025/12/26,16:42:23+36] CMD: AT%SETCFG="BAND","8"
[2025/12/26,16:42:23+36] RSP: OK
[2025/12/26,16:42:23+36] RSP: AT%SETCFG="BAND","8"
[2025/12/26,16:42:23+36] CMD: AT%TRSHCMD="BSPFILE","TECHSEL","0"
[2025/12/26,16:42:23+36] RSP: OK
[2025/12/26,16:42:23+36] RSP: AT%TRSHCMD="BSPFILE","TECHSEL","0"
[2025/12/26,16:42:23+36] CMD: AT+CGATT=0
[2025/12/26,16:42:23+36] RSP: OK
[2025/12/26,16:42:23+36] RSP: AT+CGATT=0<CF><FF><EF><DF><F9>n<A9><7F><F3><FF><AD><DF><7F><DF><E7>c<FA>o<EF>Z<87><FF>}?<9F><FE>o<FB><EE><FF><FF><FB><7F><D7><9D><FF><F7>_<FD><0F><C2><FB>_<FF><CB><FF><DB><DB><FE><7F><F7><D5>|<FF><BF>i<DD>V<FF><FE><FB><FF><F7><FF>M<F7><FD><DF><F7><FB><EF><D9><F3><7F><FF><FB><F5>~w<7F><EF>W<BF><FF><FF>n<FF>O~<EF>_<AF><FF><FD><D7><EF>z<EE><CF><F9><DF>~<7F><FB>O<DF>}<FD><C7><AB><FF><FB><DF>{<FF><F7><FF><DF><E7>s<FF><FF><E7><EF><BF><FF><BE><FB><EE><FF><FF><BF><FF><BF><7F><EB><FE>\<FF><F7><F7><FF><FF><DF><D7><FB>?<DF><FF>
[2025/12/26,16:42:23+36] RSP: g<7F><FF><FF><F7><D7><FF><BC><FF><FD>?<F7><DF><FF><BF><FF><FF><F6><FF><FF><FF><FB><FE><FC><FB><FF><FD><E7><FF><BB><BF><FD><FF><B7><FD><DB>]<F7><D9><BF><BF><FC><FF><FF><7F><BE><FE><BF><FF><F7><FF><FF><FD><FF><7F><7F><FE><7F><FF><FF><F6><EF><FF><DF><F7><FF><EF><7F><FF><BF><FF><FF><7F><F7><DF><FD><F7><EF><F7><FF>
[2025/12/26,16:42:23+36] RSP: <E7><EB><7F><F7><9B><F7><FF><BE>{
[2025/12/26,16:42:23+36] RSP: <96><F6><F6><1F><F6><DF><AF><FF>G<FF>
[2025/12/26,16:42:23+36] CMD: AT+COPS=2
[2025/12/26,16:42:23+36] RSP: OK
[2025/12/26,16:42:23+36] RSP: +CEREG: 0
[2025/12/26,16:42:23+36] RSP: AT+COPS=2
[2025/12/26,16:42:23+36] RSP: OK
[2025/12/26,16:42:23+36] CMD: AT%NWOPER="SOFTBANK"
[2025/12/26,16:42:23+36] RSP: AT%NWOPER="SOFTBANK"
[2025/12/26,16:42:23+36] CMD: AT+CGDCONT=1,"IP","sakura"
[2025/12/26,16:42:23+36] RSP: OK
[2025/12/26,16:42:23+36] RSP: AT+CGDCONT=1,"IP","sakura"
[2025/12/26,16:42:23+36] CMD: AT+CGAUTH=1,0
[2025/12/26,16:42:23+36] RSP: OK
[2025/12/26,16:42:23+36] RSP: AT+CGAUTH=1,0
[2025/12/26,16:42:23+36] CMD: AT+CFUN=1
[2025/12/26,16:42:23+36] RSP: OK
[2025/12/26,16:42:23+36] RSP: AT+CFUN=1
[2025/12/26,16:42:23+36] CMD: AT+COPS=1,2,"44020"
[2025/12/26,16:42:23+36] RSP: OK
[2025/12/26,16:42:23+36] RSP: AT+COPS=1,2,"44020"
[2025/12/26,16:42:23+36] RSP: <F5><EF>~|<FF>y<FF><BE><F2><FF><EA><7F><7F><FF>s<BC><CF><FB><FD><1F><F7>v<E3><D4><FB><FF><DC><D7><E7><7F><FF><FF><CF><EF><7F><7F><E2><DE>oZ<FF>W<FF><FB><DF><FF><FF><EF><7F><F3><FF><BD><DF><F7><FE><BD><DE><9F><FF><D5><FF>v<7F><AB><C3><FF>{|<F7><DE><EE><FF><FF>o<E1><F6><7F><FF><FE><ED><7F><DF><AF><B9><FF><CC><DF><EF><FF><E7><F2><F7><F7><EB><FF><1F><FF><FF><FC><FF><DA><7F><DB><CF>~<7F><FF>w<F6><7F><7F><BF><FF><B4><EB><BF><FF><FF>o<EF><7F><FB><FB>s<7F><7F><FB><CE><F3><EF><FF><FF>v<EB><EF><7F><BB><FD><DF><FF><FF><FE><DF>}<AF><DF><FD>{<F4><FE>
[2025/12/26,16:42:23+36] RSP: <F7><BF><B7><BF><F7>k<F3><BF><FB><FB>t<EB><DB><F8>~<EF>k<7F><D7><F7><FF><CE><BE><AD><FA><FA><FD><F5><B7><EF><F3><7F><D1><D7>9i<BF><FE><F7>m<AF><BF><F6><EF><EC>o<FB><BB><AF><9F><09><DF>o<BD>t<AC><BF><F7><BD><9B><CF><D9>_<FE><9F><DD><DF><BB><FF><7F><EB><BF><FF><BE><DB>}<ED><F5>-<BA><EF><FF><DF><ED><8F><BB><FB><F5>Wu}<FF><F7><8F><F0><EC><E5>=R<E2><F7><DE>]<DA><DF><E8><AD><DF><CC><EB><F5><F7><FA><B4>_<B9><A7><EB><BD>}<DD><EA><FA><FA><F7><95><E7><FE><AF><CB><DE>?<FE><DE><F1><1F><FE>
[2025/12/26,16:42:23+36] RSP: o<7F><D5><FA><B7><EB><BE><FB><FB>~<BF><F3><FE>><FB><F5><E5><E7><FF>W<FE><FB><09>s<F7>f<9B>^<FF>c<7F><DE><B3><9F><1D><97><EF><FE><B5>?<FE><DF>+<FC>1<9F>}<BB><B9>G<9A><FF><FF><FD><AD><FF><E9><B2><FD><FC>{<DF><9F>z<EF><FF><FF><DF><BF><AF><DD><F3><F7><E5><EF><FE>
[2025/12/26,16:42:23+36] RSP: <B7><8F><19><B8><FD><9F>yy6<B5><DB><F5><FF><DF><BB><B9>[<FB><8B>w<B5><A7><FF><EC>e<FD><EC><DA><F7><1F><A7>m<F5><F7><ED>'<F7><F7>w<EB><D3><FE>J/<D7><C7><C5>w<E8><FB><B7><FB><F2><F9>:<FF><C3>~<FF>)<F6>^~<EE><CF><E5><FE><D7><FD><ED><BF>o<CD><FF>-<A7><DB><DB><BD><EB><A7><DD>Zj<7F><DF><<F9><AF>_<BF><BF><F5><99><BF><BF><FB><F5><F7><F7><EF><DF><BB><FF><D4><DB>o{<EF><D1>}Yk<93><FF><FA>o<FA><B7><FB><D0><E7><A3><D0>{<B2><EA>H<AA><DF><FD><FB><A7><D7><F7><7F>W<BB><FD><FE>N<F7><C7>
[2025/12/26,16:42:23+36] RSP: <D5>ww<D5><F9><F7><F7><FD><BF>_<DF><FF><FE><CA><F6><D7><BF><AB><97>_<BF><FF>-<EF><DB><D7><DE><F7>n<EE><EF><FF>^<F7><DB><9F><8B><F5><9F>L<F4><F5><AF>}<BE><F7><AF>_{<E9><DB><F7><FF><F6>n<1D><BD><DD>Xk<93><FA><BF><FA><EF><F5><FD><B4><FD><FD><C7>v<FE><B6>L<F1><BD><EB><9F><FA><FF><FE><FF>U<DB><CF><F3><D7><FF><FF><FF><ED><D0><FD><FE><FD><BF><8F><7F><D7><F7><F9><DB><E3><A1>}<DD><DB><B6><EA><FE><DD><FB><7F>]<FB><FD><EB><FA><9A><F7><8F><F6><FC><F1><1E>+<F5><FE>m<FF>#<AD><BE><E7><D9><EF>w<BF><DB><F3><BD><E7>=<FD><DF>7<EF><ED><0C><FF>
[2025/12/26,16:42:23+36] RSP: <DF><FF><DA><D2>e<D9><8E>/<AB><DB><F7>e<EB>=<D6><EF><EC>k<DF>J<AF><B9><DF><8B>o<DD><F5><F5><EB>}<BE><F7><EF>_<7F><ED><FD><BD><FF><7F><B7><ED><F5><ED><FE><FD><7F><FF><F5><DD><EB><FD><FE>
[2025/12/26,16:42:23+36] RSP: o<DF><BB><FF><7F><FB>o<FE><BE><DB>}<FD><D6>m<FF><FF><FF><9F><BF><FD><FD>w_<FD><FD><DE><E4><F5>]<9D><7F><FB><DF><BE><AD><FF><EB><EB><F5><FD><FA><9E><DE><FB><F7><FF>{<BF><DD><F8><CD><E7><FE><AF><E7><FE><F9><FE><FE><ED><FE><DA><FF><BD>w<A6><FB><0F><FE><CF>
[2025/12/26,16:42:23+36] RSP: <FF><FD><FF><BF><E7><BF><7F><EF><D5><AB><FB><EB>Z<B6>Z<7F><B7><8F>_<BF><BF><7F>=<BF><BF><EF><FF><F7><F5><FF><FB><DF><FD><BF><F6>n]<BD><DF>[k<BB><EF><FF><EF><EF><F5><FD><BC><FD><F7><FF>}?<FF><F7><F5><BB><AF><FD><7F>}<BB><DF><FE><CE>w<C7>
[2025/12/26,16:42:23+36] RSP: <FF><FD>
[2025/12/26,16:42:23+36] RSP: <FE><FC><FF><FA><FA><F9><D7><EF>
[2025/12/26,16:42:23+36] RSP: <FF><FF>
[2025/12/26,16:42:23+36] RSP: <95><CE><DF><E2><F7><9F><F6><DB><EF><FF>
[2025/12/26,16:42:23+36] RSP: OK
[2025/12/26,16:42:23+36] RSP: +CEREG: 2
[2025/12/26,16:42:23+36] RSP: +CEREG: 5,"409F","03917A0D",7
[2025/12/26,16:42:23+36] CMD: AT+COPS?
[2025/12/26,16:42:23+36] RSP: AT+COPS?
[2025/12/26,16:42:23+36] RSP: +COPS: 1,2,"44020",7
[2025/12/26,16:42:23+36] RSP: OK
[2025/12/26,16:42:23+36] CMD: AT%PDNSET=1,"sakura","IP", "NONE","","",
[2025/12/26,16:42:23+36] RSP: AT%PDNSET=1,"sakura","IP", "NONE","","",
[2025/12/26,16:42:23+36] CMD: AT%PINGCMD=0,"192.168.5.100",3
[2025/12/26,16:42:23+36] RSP: OK
[2025/12/26,16:42:23+36] RSP: AT%PINGCMD=0,"192.168.5.100",3
[2025/12/26,16:42:23+36] RSP: <FF>:<FC><FE><A1><DF>9<FF><FF>
